title,prices,features,booking_start,organizing
"
Not Furnished 3 BHK Apartment for Sale in Nagole
Krushi Gardenia




















 Similar Properties,Nagole

New Booking

 1.14 Cr         

 6877 per sq.ft. Carpet Area

","
 1.14 Cr         ","


Carpet Area

              1666 sq.ft (154.78 sq.m) 

                    @ 6877 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 10 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Semi Furnished 4BHK Villa for Sale in Beeramguda
Beeramguda

New Booking

 1.16 Cr         

 4500 per sq.ft. Carpet Area

","
 1.16 Cr         ","


Carpet Area

              2580 sq.ft (239.69 sq.m) 

                    @ 4500 /-                


Possession On
Jun'23


Bathrooms
4



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+11 more

",Posted : Today,"
Agent : 
Marisetti Saidaiah
"
"
 3 BHK Apartment for Sale in Kapra
Indigo Pride




















 Similar Properties,Kapra

New Booking

 49.28 L         

 4813 per sq.ft. Carpet Area

","
 49.28 L         ","


Carpet Area

              1024 sq.ft (95.13 sq.m) 

                    @ 4813 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 3 BHK Apartment for Sale in Kapra
Devarakonda Pride




















 Similar Properties,Kapra

New Booking

 93.61 L         

 6873 per sq.ft. Carpet Area

","
 93.61 L         ","


Carpet Area

              1362 sq.ft (126.53 sq.m) 

                    @ 6873 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Semi Furnished 2BHK Villa for Sale in Adibatla
Adibatla

New Booking

 71.50 L         

 6500 per sq.ft. Carpet Area

","
 71.50 L         ","


Carpet Area

              1100 sq.ft (102.19 sq.m) 

                    @ 6500 /-                


Possession On
Ready To Move


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+20 more

",Posted : 26 days ago,"
Agent : 
Ramu
"
"
Semi Furnished 2BHK Villa for Sale in Adibatla
Adibatla

New Booking

 80 L         

 9091 per sq.ft. Carpet Area

","
 80 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 9091 /-                


Possession On
Ready To Move


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+3 more

",Posted : 18 days ago,"
Agent : 
Prashanth
"
"
2BHK Apartment for Sale in Ameenpur
Ameenpur

New Booking

 51.60 L         

 5375 per sq.ft. Carpet Area

","
 51.60 L         ","


Carpet Area

              960 sq.ft (89.19 sq.m) 

                    @ 5375 /-                


Possession On
Oct'22


Floor
3


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
Narayan
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 52 L         

 6500 per sq.ft. Carpet Area

","
 52 L         ","


Carpet Area

              800 sq.ft (74.32 sq.m) 

                    @ 6500 /-                


Possession On
Oct'22


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
SHIVA SHANKAR
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Not Furnished 3 BHK Apartment for Sale in Gachibowli
Accurate Wind Chimes




















 Similar Properties,Gachibowli

New Booking

 97.67 L         

 8363 per sq.ft. Carpet Area

","
 97.67 L         ","


Carpet Area

              1168 sq.ft (108.51 sq.m) 

                    @ 8363 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 10 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Qualitas Serenity Park




















 Similar Properties,Kokapet

New Booking

 88.20 L         

 7000 per sq.ft. Carpet Area

","
 88.20 L         ","


Carpet Area

              1260 sq.ft (117.06 sq.m) 

                    @ 7000 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 18 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 2 BHK Apartment for Sale in Bolaram
Modi Greenwood Heights




















 Similar Properties,Bolaram

New Booking

 51.83 L         

 5311 per sq.ft. Carpet Area

","
 51.83 L         ","


Carpet Area

              976 sq.ft (90.67 sq.m) 

                    @ 5311 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 2 BHK Apartment for Sale in Miyapur
Sri Vathsa Sky Heaven




















 Similar Properties,Miyapur

New Booking

 69.84 L         

 7502 per sq.ft. Carpet Area

","
 69.84 L         ","


Carpet Area

              931 sq.ft (86.49 sq.m) 

                    @ 7502 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
2


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 52 L         

 6500 per sq.ft. Carpet Area

","
 52 L         ","


Carpet Area

              800 sq.ft (74.32 sq.m) 

                    @ 6500 /-                


Possession On
Oct'22


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
SHIVA SHANKAR
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 57.20 L         

 6501 per sq.ft. Carpet Area

","
 57.20 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 6501 /-                


Possession On
Oct'22


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
Shiva Shankar
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Not Furnished 3 BHK Apartment for Sale in Gundlapochampalli
Skylar Grand Lilly




















 Similar Properties,Gundlapochampalli

New Booking

 40.55 L         

 4130 per sq.ft. Carpet Area

","
 40.55 L         ","


Carpet Area

              982 sq.ft (91.23 sq.m) 

                    @ 4130 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 10 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Saidabad
Myra Eternal Lakshmi




















 Similar Properties,Saidabad

New Booking

 73.14 L         

 5750 per sq.ft. Carpet Area

","
 73.14 L         ","


Carpet Area

              1272 sq.ft (118.17 sq.m) 

                    @ 5750 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Gothic Photon B




















 Similar Properties,Bachupally

New Booking

 68.28 L         

 4749 per sq.ft. Carpet Area

","
 68.28 L         ","


Carpet Area

              1438 sq.ft (133.59 sq.m) 

                    @ 4749 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 18 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Bahadurpally
Bahadurpally

New Booking

 81.40 L         

 5500 per sq.ft. Carpet Area

","
 81.40 L         ","


Carpet Area

              1480 sq.ft (137.5 sq.m) 

                    @ 5500 /-                


Possession On
Mar'24


Floor
5


Bathrooms
3


",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
3BHK Apartment for Sale in Bahadurpally
Bahadurpally

New Booking

 66.66 L         

 5500 per sq.ft. Carpet Area

","
 66.66 L         ","


Carpet Area

              1212 sq.ft (112.6 sq.m) 

                    @ 5500 /-                


Possession On
Mar'24


Floor
4


Bathrooms
4


",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
4BHK Apartment for Sale in Gachibowli
Pacifica Hillcrest Phase 2




















 Similar Properties,Gachibowli

New Booking

 1.25 Cr         

 9251 per sq.ft. Carpet Area

","
 1.25 Cr         ","


Carpet Area

              1359 sq.ft (126.26 sq.m) 

                    @ 9251 /-                


Possession On
Dec'25


Floor
12


Bathrooms
4



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+12 more

",Posted : 18 days ago,"
Agent : 
Rnaveen
"
"
2BHK Apartment for Sale in Nizampet
Hari Hara Heights




















 Similar Properties,Nizampet

New Booking

 38 L         

 4419 per sq.ft. Carpet Area

","
 38 L         ","


Carpet Area

              860 sq.ft (79.9 sq.m) 

                    @ 4419 /-                


Possession On
Ready To Move


Floor
3


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
sravanreddy8133
"
"
Semi Furnished 3BHK Villa for Sale in Nandigama
Nandigama

New Booking

          Call For Price        

 per sq.ft. Carpet Area

","
          Call For Price        ","


Carpet Area

              N/A sq.ft            




Possession On
Dec'24


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+21 more

",Posted : 17 days ago,"
Agent : 
Harshareddy
"
"
Not Furnished 3 BHK Apartment for Sale in Peerancheru
Pbel City Tower L - Opal




















 Similar Properties,Peerancheru

New Booking

 1.17 Cr         

 5950 per sq.ft. Carpet Area

","
 1.17 Cr         ","


Carpet Area

              1978 sq.ft (183.76 sq.m) 

                    @ 5950 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Saroor Nagar
CRKS Life Style 2




















 Similar Properties,Saroor Nagar

New Booking

 1.20 Cr         

 5876 per sq.ft. Carpet Area

","
 1.20 Cr         ","


Carpet Area

              2051 sq.ft (190.54 sq.m) 

                    @ 5876 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Gachibowli
Accurate Wind Chimes




















 Similar Properties,Gachibowli

New Booking

 1.07 Cr         

 8363 per sq.ft. Carpet Area

","
 1.07 Cr         ","


Carpet Area

              1284 sq.ft (119.29 sq.m) 

                    @ 8363 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 3BHK Premium Gated Community  for Sale in Yapral
GK Zenith




















 Similar Properties,Yapral

New Booking

 75.92 L         

 6933 per sq.ft. Carpet Area

","
 75.92 L         ","


Carpet Area

              1095 sq.ft (101.73 sq.m) 

                    @ 6933 /-                


Possession On
Oct'22


Floor
Ground Floor


Bathrooms
3


",Posted : 11 days ago,"
Agent : 
G KANAKARAJU
"
"
2BHK Premium Gated Community  for Sale in Yapral
GK Zenith




















 Similar Properties,Yapral

New Booking

 63.44 L         

 6933 per sq.ft. Carpet Area

","
 63.44 L         ","


Carpet Area

              915 sq.ft (85.01 sq.m) 

                    @ 6933 /-                


Possession On
Oct'22


Floor
Ground Floor


Bathrooms
2


",Posted : 11 days ago,"
Agent : 
G KANAKARAJU
"
"
3BHK Apartment for Sale in Yapral
GK Zenith




















 Similar Properties,Yapral

New Booking

 99.32 L         

 6931 per sq.ft. Carpet Area

","
 99.32 L         ","


Carpet Area

              1433 sq.ft (133.13 sq.m) 

                    @ 6931 /-                


Possession On
Oct'22


Floor
Ground Floor


Bathrooms
3


",Posted : 11 days ago,"
Agent : 
G KANAKARAJU
"
"
2BHK Apartment for Sale in Yapral
GK Zenith




















 Similar Properties,Yapral

New Booking

 61.36 L         

 6933 per sq.ft. Carpet Area

","
 61.36 L         ","


Carpet Area

              885 sq.ft (82.22 sq.m) 

                    @ 6933 /-                


Possession On
Oct'22


Floor
Ground Floor


Bathrooms
2


",Posted : 11 days ago,"
Agent : 
G KANAKARAJU
"
"
2BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 96 L         

 7680 per sq.ft. Carpet Area

","
 96 L         ","


Carpet Area

              1250 sq.ft (116.13 sq.m) 

                    @ 7680 /-                


Possession On
Dec'23


Floor
5


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+3 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Not Furnished 3 BHK Apartment for Sale in Nacharam
Sri Bhavani BK Towers




















 Similar Properties,Nacharam

New Booking

 69.38 L         

 5920 per sq.ft. Carpet Area

","
 69.38 L         ","


Carpet Area

              1172 sq.ft (108.88 sq.m) 

                    @ 5920 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Bachupally
Praneeth Pranav Townsquare




















 Similar Properties,Bachupally

New Booking

 67.78 L         

 7441 per sq.ft. Carpet Area

","
 67.78 L         ","


Carpet Area

              911 sq.ft (84.63 sq.m) 

                    @ 7441 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Apartment for Sale in Madhapur
Ayyappa Society




















 Similar Properties,Madhapur

New Booking

 64.89 L         

 5250 per sq.ft. Carpet Area

","
 64.89 L         ","


Carpet Area

              1236 sq.ft (114.83 sq.m) 

                    @ 5250 /-                


Possession On
Dec'22


Floor
3


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+5 more

",Posted : 16 days ago,"
Agent : 
Shiva Shankar
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Praneeth Pranav Townsquare




















 Similar Properties,Bachupally

New Booking

 82.73 L         

 6249 per sq.ft. Carpet Area

","
 82.73 L         ","


Carpet Area

              1324 sq.ft (123 sq.m) 

                    @ 6249 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Narsingi
Riddhi Saphire




















 Similar Properties,Narsingi

New Booking

 1.35 Cr         

 8250 per sq.ft. Carpet Area

","
 1.35 Cr         ","


Carpet Area

              1644 sq.ft (152.73 sq.m) 

                    @ 8250 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 3 BHK Apartment for Sale in Hyderguda
Moole AVJ Lovely Court




















 Similar Properties,Hyderguda

New Booking

 69.09 L         

 5748 per sq.ft. Carpet Area

","
 69.09 L         ","


Carpet Area

              1202 sq.ft (111.67 sq.m) 

                    @ 5748 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 3 BHK Villa for Sale in Mokila
EIPL La Paloma Villas




















 Similar Properties,Mokila

New Booking

 3.61 Cr         

 11541 per sq.ft. Carpet Area

","
 3.61 Cr         ","


Carpet Area

              3128 sq.ft (290.6 sq.m) 

                    @ 11541 /-                


Possession On
NA


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nacharam
Raheja Vistas




















 Similar Properties,Nacharam

New Booking

 97.12 L         

 6250 per sq.ft. Carpet Area

","
 97.12 L         ","


Carpet Area

              1554 sq.ft (144.37 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Apartment for Sale in Madhapur
Ayyappa Society




















 Similar Properties,Madhapur

New Booking

 64.89 L         

 5250 per sq.ft. Carpet Area

","
 64.89 L         ","


Carpet Area

              1236 sq.ft (114.83 sq.m) 

                    @ 5250 /-                


Possession On
Dec'22


Floor
3


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+5 more

",Posted : 16 days ago,"
Agent : 
Shiva Shankar
"
"
Not Furnished 4 BHK Villa for Sale in Tellapur
Muppas Indraprastha




















 Similar Properties,Tellapur

New Booking

 4 Cr         

 14409 per sq.ft. Carpet Area

","
 4 Cr         ","


Carpet Area

              2776 sq.ft (257.9 sq.m) 

                    @ 14409 /-                


Possession On
NA


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Villa for Sale in Ibrahimpatnam
JB's Serene Villas




















 Similar Properties,Ibrahimpatnam

New Booking

 65 L         

 7386 per sq.ft. Carpet Area

","
 65 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 7386 /-                


Possession On
NA


Bathrooms
2


",Posted : 5 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Apartment for Sale in Bandlaguda Jagir
Vaishnavi Oasis




















 Similar Properties,Bandlaguda Jagir

New Booking

 71.40 L         

 7438 per sq.ft. Carpet Area

","
 71.40 L         ","


Carpet Area

              960 sq.ft (89.19 sq.m) 

                    @ 7438 /-                


Possession On
Ready To Move


Floor
12


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+15 more

",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
2 BHK Apartment for sale in Gandi Maisamma
Gandi Maisamma

New Booking

 35 L         

 3182 per sq.ft. Carpet Area

","
 35 L         ","


Carpet Area

              1100 sq.ft (102.19 sq.m) 

                    @ 3182 /-                


Possession On
Dec'24


Floor
Ground Floor


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+18 more

",Posted : 20 days ago,"
Agent : 
Innovative investments Investments
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Not Furnished 3 BHK Apartment for Sale in Narsingi
NCC Urban One




















 Similar Properties,Narsingi

New Booking

 1.23 Cr         

 10018 per sq.ft. Carpet Area

","
 1.23 Cr         ","


Carpet Area

              1228 sq.ft (114.08 sq.m) 

                    @ 10018 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 2 BHK Apartment for Sale in Gandipet
VR Serene Advaita




















 Similar Properties,Gandipet

New Booking

 54.12 L         

 5954 per sq.ft. Carpet Area

","
 54.12 L         ","


Carpet Area

              909 sq.ft (84.45 sq.m) 

                    @ 5954 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
1


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 3 BHK Apartment for Sale in Kondapur
Khyathi Nilayam




















 Similar Properties,Kondapur

New Booking

 67.18 L         

 6497 per sq.ft. Carpet Area

","
 67.18 L         ","


Carpet Area

              1034 sq.ft (96.06 sq.m) 

                    @ 6497 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Semi Furnished 2BHK Villa for Sale in Adibatla
Adibatla

New Booking

 79 L         

 8977 per sq.ft. Carpet Area

","
 79 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 8977 /-                


Possession On
Ready To Move


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+15 more

",Posted : 26 days ago,"
Agent : 
Prashanth
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 52.20 L         

 6525 per sq.ft. Carpet Area

","
 52.20 L         ","


Carpet Area

              800 sq.ft (74.32 sq.m) 

                    @ 6525 /-                


Possession On
Oct'22


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
Shiva Shankar
"
"
Semi Furnished 1BHK Villa for Sale in Rampally
Rampally

New Booking

 37 L         

 6016 per sq.ft. Carpet Area

","
 37 L         ","


Carpet Area

              615 sq.ft (57.14 sq.m) 

                    @ 6016 /-                


Possession On
Dec'21


Bathrooms
1


",Posted : 12 days ago,"
Agent : 
Tripura vijayee Constructions
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 57.20 L         

 6500 per sq.ft. Carpet Area

","
 57.20 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 6500 /-                


Possession On
Oct'22


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+7 more

",Posted : 18 days ago,"
Agent : 
Shiva Shankar
"
"
Semi Furnished 2BHK Apartment for Sale in Patighanpur
Patighanpur

New Booking

 40 L         

 3571 per sq.ft. Carpet Area

","
 40 L         ","


Carpet Area

              1120 sq.ft (104.05 sq.m) 

                    @ 3571 /-                


Possession On
Jun'24


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+10 more

",Posted : 17 days ago,"
Agent : 
Harshareddy
"
"
3BHK Apartment for Sale in Osman Nagar
Qualitas Nestilo




















 Similar Properties,Osman Nagar

New Booking

 66.60 L         

 5625 per sq.ft. Carpet Area

","
 66.60 L         ","


Carpet Area

              1184 sq.ft (110 sq.m) 

                    @ 5625 /-                


Possession On
Mar'24


Floor
6


Bathrooms
3


",Posted : 18 days ago,"
Agent : 
Rnaveen
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
Semi Furnished 2BHK Apartment for Sale in Patighanpur
Patighanpur

New Booking

 40 L         

 3571 per sq.ft. Carpet Area

","
 40 L         ","


Carpet Area

              1120 sq.ft (104.05 sq.m) 

                    @ 3571 /-                


Possession On
Jun'24


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+10 more

",Posted : 17 days ago,"
Agent : 
Harshareddy
"
"
Not Furnished 4 BHK Villa for Sale in Kismatpur
Giridhari Prospera County




















 Similar Properties,Kismatpur

New Booking

 6.30 Cr         

 16579 per sq.ft. Carpet Area

","
 6.30 Cr         ","


Carpet Area

              3800 sq.ft (353.03 sq.m) 

                    @ 16579 /-                


Possession On
NA


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 18 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 62.10 L         

 7455 per sq.ft. Carpet Area

","
 62.10 L         ","


Carpet Area

              833 sq.ft (77.39 sq.m) 

                    @ 7455 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
2


",Posted : 6 days ago,"
Agent : 
Reddy
"
"
4BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 1.13 Cr         

 7454 per sq.ft. Carpet Area

","
 1.13 Cr         ","


Carpet Area

              1516 sq.ft (140.84 sq.m) 

                    @ 7454 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
4


",Posted : 6 days ago,"
Agent : 
Reddy
"
"
3BHK Apartment for Sale in Kondapur
Kondapur

New Booking

 1.76 Cr         

 9514 per sq.ft. Carpet Area

","
 1.76 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 9514 /-                


Possession On
Dec'23


Floor
12


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+5 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
2.5BHK Apartment for Sale in Chanda Nagar
Aparna HillPark Silver Oaks




















 Similar Properties,Chanda Nagar

New Booking

 1.28 Cr         

 9481 per sq.ft. Carpet Area

","
 1.28 Cr         ","


Carpet Area

              1350 sq.ft (125.42 sq.m) 

                    @ 9481 /-                


Possession On
Ready To Move


Floor
5


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+26 more

",Posted : 26 days ago,"
Agent : 
Harish
"
"
2.5BHK Apartment for Sale in Nanakramguda
Prestige High Fields




















 Similar Properties,Nanakramguda

New Booking

 1.28 Cr         

 9143 per sq.ft. Carpet Area

","
 1.28 Cr         ","


Carpet Area

              1400 sq.ft (130.06 sq.m) 

                    @ 9143 /-                


Possession On
Ready To Move


Floor
10


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+34 more

",Posted : 26 days ago,"
Agent : 
anjan
"
"
3BHK Apartment for Sale in Bachupally
Urbanrise On Cloud 33




















 Similar Properties,Bachupally

New Booking

 75.70 L         

 7458 per sq.ft. Carpet Area

","
 75.70 L         ","


Carpet Area

              1015 sq.ft (94.3 sq.m) 

                    @ 7458 /-                


Possession On
Mar'26


Floor
Ground Floor


Bathrooms
3


",Posted : 6 days ago,"
Agent : 
Reddy
"
"
Fully Furnished 3BHK Apartment for Sale in Kondapur
Aparna Serene Park




















 Similar Properties,Kondapur

New Booking

 2.18 Cr         

 12111 per sq.ft. Carpet Area

","
 2.18 Cr         ","


Carpet Area

              1800 sq.ft (167.23 sq.m) 

                    @ 12111 /-                


Possession On
Ready To Move


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+32 more

",Posted : 26 days ago,"
Agent : 
anjan
"
